,year,band_singer,ranking,song,songurl,url
147,2002,Linkin Park,7.0,In the End,/wiki/In_the_End,/wiki/Linkin_Park
167,2002,Fat Joe,8.0,What's Luv?,/wiki/What%27s_Luv%3F,/wiki/Fat_Joe
187,2002,Ashanti,8.0,What's Luv?,/wiki/What%27s_Luv%3F,/wiki/Ashanti_(entertainer)
207,2002,Usher,9.0,U Got It Bad,/wiki/U_Got_It_Bad,/wiki/Usher_(entertainer)
227,2002,Puddle of Mudd,10.0,Blurry,/wiki/Blurry,/wiki/Puddle_of_Mudd
247,2002,Avril Lavigne,11.0,Complicated,/wiki/Complicated_(Avril_Lavigne_song),/wiki/Avril_Lavigne
267,2002,Ja Rule,12.0,Always on Time,/wiki/Always_on_Time,/wiki/Ja_Rule
287,2002,Ashanti,12.0,Always on Time,/wiki/Always_on_Time,/wiki/Ashanti_(entertainer)
307,2002,Jennifer Lopez,13.0,Ain't It Funny,/wiki/Ain%27t_It_Funny_(Murder_Remix),/wiki/Jennifer_Lopez
327,2002,Ja Rule,13.0,Ain't It Funny,/wiki/Ain%27t_It_Funny_(Murder_Remix),/wiki/Ja_Rule
347,2002,Jimmy Eat World,14.0,The Middle,/wiki/The_Middle_(song),/wiki/Jimmy_Eat_World
367,2002,P. Diddy,15.0,I Need a Girl (Part One),/wiki/I_Need_a_Girl_(Part_One),/wiki/Sean_Combs
387,2002,Usher,15.0,I Need a Girl (Part One),/wiki/I_Need_a_Girl_(Part_One),/wiki/Usher_(entertainer)
407,2002,Loon,15.0,I Need a Girl (Part One),/wiki/I_Need_a_Girl_(Part_One),/wiki/Loon_(rapper)
427,2002,Usher,16.0,U Don't Have to Call,/wiki/U_Don%27t_Have_to_Call,/wiki/Usher_(entertainer)
447,2002,Mary J. Blige,17.0,Family Affair,/wiki/Family_Affair_(Mary_J._Blige_song),/wiki/Mary_J._Blige
467,2002,P. Diddy,18.0,I Need a Girl (Part Two),/wiki/I_Need_a_Girl_(Part_Two),/wiki/Sean_Combs
487,2002,Ginuwine,18.0,I Need a Girl (Part Two),/wiki/I_Need_a_Girl_(Part_Two),/wiki/Ginuwine
507,2002,Loon,18.0,I Need a Girl (Part Two),/wiki/I_Need_a_Girl_(Part_Two),/wiki/Loon_(rapper)
527,2002,Mario Winans,18.0,I Need a Girl (Part Two),/wiki/I_Need_a_Girl_(Part_Two),/wiki/Mario_Winans
547,2002,Eve,19.0,Gangsta Lovin',/wiki/Gangsta_Lovin%27,/wiki/Eve_(entertainer)
567,2002,Alicia Keys,19.0,Gangsta Lovin',/wiki/Gangsta_Lovin%27,/wiki/Alicia_Keys
587,2002,Creed,20.0,My Sacrifice,/wiki/My_Sacrifice,/wiki/Creed_(band)
607,2002,Eminem,21.0,Without Me,/wiki/Without_Me_(Eminem_song),/wiki/Eminem
627,2002,Enrique Iglesias,22.0,Hero,/wiki/Hero_(Enrique_Iglesias_song),/wiki/Enrique_Iglesias
647,2002,Michelle Branch,23.0,All You Wanted,/wiki/All_You_Wanted,/wiki/Michelle_Branch
667,2002,Pink,24.0,Get the Party Started,/wiki/Get_the_Party_Started,/wiki/Pink_(singer)
687,2002,Chad Kroeger,25.0,Hero,/wiki/Hero_(Chad_Kroeger_song),/wiki/Chad_Kroeger
707,2002,Josey Scott,25.0,Hero,/wiki/Hero_(Chad_Kroeger_song),/wiki/Josey_Scott
727,2002,Default,26.0,Wasting My Time,/wiki/Wasting_My_Time_(Default_song),/wiki/Default_(band)
747,2002,Creed,27.0,One Last Breath,/wiki/One_Last_Breath,/wiki/Creed_(band)
767,2002,Shakira,28.0,"Whenever, Wherever","/wiki/Whenever,_Wherever",/wiki/Shakira
787,2002,Jennifer Lopez,29.0,I'm Gonna Be Alright,/wiki/I%27m_Gonna_Be_Alright,/wiki/Jennifer_Lopez
807,2002,Nas,29.0,I'm Gonna Be Alright,/wiki/I%27m_Gonna_Be_Alright,/wiki/Nas
827,2002,Cam'ron,30.0,Oh Boy,/wiki/Oh_Boy_(song),/wiki/Cam%27ron
847,2002,Juelz Santana,30.0,Oh Boy,/wiki/Oh_Boy_(song),/wiki/Juelz_Santana
867,2002,DJ Sammy,31.0,Heaven,/wiki/Heaven_(Bryan_Adams_song)#Cover_versions,/wiki/DJ_Sammy
887,2002,Yanou,31.0,Heaven,/wiki/Heaven_(Bryan_Adams_song)#Cover_versions,/wiki/Yanou
907,2002,Do,31.0,Heaven,/wiki/Heaven_(Bryan_Adams_song)#Cover_versions,/wiki/Do_(singer)
927,2002,No Doubt,32.0,Hey Baby,/wiki/Hey_Baby_(No_Doubt_song),/wiki/No_Doubt
947,2002,Bounty Killer,32.0,Hey Baby,/wiki/Hey_Baby_(No_Doubt_song),/wiki/Bounty_Killer
967,2002,'N Sync,33.0,Girlfriend,/wiki/Girlfriend_(%27N_Sync_song),/wiki/%27N_Sync
987,2002,Nelly,33.0,Girlfriend,/wiki/Girlfriend_(%27N_Sync_song),/wiki/Nelly
1007,2002,Mario,34.0,Just a Friend 2002,/wiki/Just_a_Friend_2002,/wiki/Mario_(entertainer)
1027,2002,Sheryl Crow,35.0,Soak Up the Sun,/wiki/Soak_Up_the_Sun,/wiki/Sheryl_Crow
1047,2002,Pink,36.0,Don't Let Me Get Me,/wiki/Don%27t_Let_Me_Get_Me,/wiki/Pink_(singer)
1067,2002,N.O.R.E.,37.0,Nothin',/wiki/Nothin%27_(song),/wiki/N.O.R.E.
1087,2002,Tweet,38.0,Oops (Oh My),/wiki/Oops_(Oh_My),/wiki/Tweet_(singer)
1107,2002,Missy Elliott,38.0,Oops (Oh My),/wiki/Oops_(Oh_My),/wiki/Missy_Elliott
1127,2002,Kelly Clarkson,39.0,A Moment Like This,/wiki/A_Moment_Like_This,/wiki/Kelly_Clarkson
1147,2002,Truth Hurts,40.0,Addictive,/wiki/Addictive_(song),/wiki/Truth_Hurts
1167,2002,Rakim,40.0,Addictive,/wiki/Addictive_(song),/wiki/Rakim
1187,2002,Ashanti,41.0,Happy,/wiki/Happy_(Ashanti_song),/wiki/Ashanti_(entertainer)
1207,2002,John Mayer,42.0,No Such Thing,/wiki/No_Such_Thing_(John_Mayer_song),/wiki/John_Mayer
1227,2002,Pink,43.0,Just Like a Pill,/wiki/Just_Like_a_Pill,/wiki/Pink_(singer)
1247,2002,Ja Rule,44.0,Down 4 U,/wiki/Down_4_U,/wiki/Ja_Rule
1267,2002,Ashanti,44.0,Down 4 U,/wiki/Down_4_U,/wiki/Ashanti_(entertainer)
1287,2002,Charli Baltimore,44.0,Down 4 U,/wiki/Down_4_U,/wiki/Charli_Baltimore
1307,2002,Kylie Minogue,45.0,Can't Get You Out of My Head,/wiki/Can%27t_Get_You_Out_of_My_Head,/wiki/Kylie_Minogue
1327,2002,Five for Fighting,46.0,Superman (It's Not Easy),/wiki/Superman_(It%27s_Not_Easy),/wiki/Five_for_Fighting
1347,2002,Eminem,47.0,Cleanin' Out My Closet,/wiki/Cleanin%27_Out_My_Closet,/wiki/Eminem
1367,2002,Musiq Soulchild,48.0,Halfcrazy,/wiki/Halfcrazy,/wiki/Musiq_Soulchild
1387,2002,Mr. Cheeks,49.0,"Lights, Camera, Action!","/wiki/Lights,_Camera,_Action!",/wiki/Mr._Cheeks
1407,2002,Big Tymers,50.0,Still Fly,/wiki/Still_Fly,/wiki/Big_Tymers
1427,2002,Alicia Keys,51.0,A Woman's Worth,/wiki/A_Woman%27s_Worth,/wiki/Alicia_Keys
1447,2002,Craig David,52.0,7 Days,/wiki/7_Days_(Craig_David_song),/wiki/Craig_David
1467,2002,Cam'ron,53.0,Hey Ma,/wiki/Hey_Ma_(song),/wiki/Cam%27ron
1487,2002,Juelz Santana,53.0,Hey Ma,/wiki/Hey_Ma_(song),/wiki/Juelz_Santana
1507,2002,Freekey Zekey,53.0,Hey Ma,/wiki/Hey_Ma_(song),/wiki/Freekey_Zekey
1527,2002,Missy Elliott,54.0,Work It,/wiki/Work_It_(Missy_Elliott_song),/wiki/Missy_Elliott
1547,2002,Ludacris,55.0,Move Bitch,/wiki/Move_Bitch,/wiki/Ludacris
1567,2002,Mystikal,55.0,Move Bitch,/wiki/Move_Bitch,/wiki/Mystikal
1587,2002,I-20,55.0,Move Bitch,/wiki/Move_Bitch,/wiki/I-20_(rapper)
1607,2002,LeAnn Rimes,56.0,Can't Fight the Moonlight,/wiki/Can%27t_Fight_the_Moonlight,/wiki/LeAnn_Rimes
1627,2002,Enrique Iglesias,57.0,Escape,/wiki/Escape_(Enrique_Iglesias_song),/wiki/Enrique_Iglesias
1647,2002,Aaliyah,58.0,More than a Woman,/wiki/More_than_a_Woman_(Aaliyah_song),/wiki/Aaliyah
1667,2002,No Doubt,59.0,Hella Good,/wiki/Hella_Good,/wiki/No_Doubt
1687,2002,Faith Evans,60.0,I Love You,/wiki/I_Love_You_(Faith_Evans_song),/wiki/Faith_Evans
1707,2002,Daniel Bedingfield,61.0,Gotta Get thru This,/wiki/Gotta_Get_thru_This_(song),/wiki/Daniel_Bedingfield
1727,2002,Busta Rhymes,62.0,"Pass the Courvoisier, Part II","/wiki/Pass_the_Courvoisier,_Part_II",/wiki/Busta_Rhymes
1747,2002,P. Diddy,62.0,"Pass the Courvoisier, Part II","/wiki/Pass_the_Courvoisier,_Part_II",/wiki/Sean_Combs
1767,2002,Pharrell,62.0,"Pass the Courvoisier, Part II","/wiki/Pass_the_Courvoisier,_Part_II",/wiki/Pharrell_Williams
1787,2002,Eminem,63.0,Lose Yourself,/wiki/Lose_Yourself,/wiki/Eminem
1807,2002,Michael Jackson,64.0,Butterflies,/wiki/Butterflies_(Michael_Jackson_song),/wiki/Michael_Jackson
1827,2002,Brandy,65.0,What About Us?,/wiki/What_About_Us%3F_(Brandy_Norwood_song),/wiki/Brandy_Norwood
1847,2002,Shakira,66.0,Underneath Your Clothes,/wiki/Underneath_Your_Clothes,/wiki/Shakira
1867,2002,Mary J. Blige,67.0,Rainy Dayz,/wiki/Rainy_Dayz,/wiki/Mary_J._Blige
1887,2002,Ja Rule,67.0,Rainy Dayz,/wiki/Rainy_Dayz,/wiki/Ja_Rule
1907,2002,Ginuwine,68.0,Differences,/wiki/Differences_(song),/wiki/Ginuwine
1927,2002,Angie Martinez,69.0,If I Could Go!,/wiki/If_I_Could_Go!,/wiki/Angie_Martinez
1947,2002,Lil' Mo,69.0,If I Could Go!,/wiki/If_I_Could_Go!,/wiki/Lil%27_Mo
1967,2002,Sacario,69.0,If I Could Go!,/wiki/If_I_Could_Go!,/wiki/Sacario
1987,2002,Outkast,70.0,The Whole World,/wiki/The_Whole_World,/wiki/Outkast
2007,2002,Killer Mike,70.0,The Whole World,/wiki/The_Whole_World,/wiki/Killer_Mike
2027,2002,No Doubt,71.0,Underneath It All,/wiki/Underneath_It_All,/wiki/No_Doubt
2047,2002,Lady Saw,71.0,Underneath It All,/wiki/Underneath_It_All,/wiki/Lady_Saw
2067,2002,City High,72.0,Caramel,/wiki/Caramel_(City_High_song),/wiki/City_High
2087,2002,Eve,72.0,Caramel,/wiki/Caramel_(City_High_song),/wiki/Eve_(entertainer)
2107,2002,LL Cool J,73.0,Luv U Better,/wiki/Luv_U_Better,/wiki/LL_Cool_J
2126,2002,Sean Paul,74.0,Gimme the Light,/wiki/Gimme_the_Light,/wiki/Sean_Paul
2145,2002,'N Sync,75.0,Gone,/wiki/Gone_(%27N_Sync_song),/wiki/%27N_Sync
2164,2002,Ja Rule,76.0,Livin' It Up,/wiki/Livin%27_It_Up_(Ja_Rule_song),/wiki/Ja_Rule
2183,2002,Case,76.0,Livin' It Up,/wiki/Livin%27_It_Up_(Ja_Rule_song),/wiki/Case_(singer)
2202,2002,Ludacris,77.0,Rollout (My Business),/wiki/Rollout_(My_Business),/wiki/Ludacris
2221,2002,Goo Goo Dolls,78.0,Here Is Gone,/wiki/Here_Is_Gone,/wiki/Goo_Goo_Dolls
2239,2002,Mary J. Blige,79.0,No More Drama,/wiki/No_More_Drama,/wiki/Mary_J._Blige
2257,2002,Dirty Vegas,80.0,Days Go By,/wiki/Days_Go_By_(Dirty_Vegas_song),/wiki/Dirty_Vegas
2275,2002,Ashanti,81.0,Baby,/wiki/Baby_(Ashanti_song),/wiki/Ashanti_(entertainer)
2292,2002,Kenny Chesney,82.0,The Good Stuff,/wiki/The_Good_Stuff,/wiki/Kenny_Chesney
2309,2002,Fat Joe,83.0,We Thuggin',/wiki/We_Thuggin%27,/wiki/Fat_Joe
2326,2002,R. Kelly,83.0,We Thuggin',/wiki/We_Thuggin%27,/wiki/R._Kelly
2343,2002,Steve Holy,84.0,Good Morning Beautiful,/wiki/Good_Morning_Beautiful_(song),/wiki/Steve_Holy
2359,2002,Aaliyah,85.0,Rock the Boat,/wiki/Rock_the_Boat_(Aaliyah_song),/wiki/Aaliyah
2375,2002,Alan Jackson,86.0,Drive (For Daddy Gene),/wiki/Drive_(For_Daddy_Gene),/wiki/Alan_Jackson
2390,2002,Jewel,87.0,Standing Still,/wiki/Standing_Still_(Jewel_song),/wiki/Jewel_(singer)
2405,2002,Brandy,89.0,Full Moon,/wiki/Full_Moon_(Brandy_Norwood_song),/wiki/Brandy_Norwood
2419,2002,B2K,90.0,Uh Huh,/wiki/Uh_Huh,/wiki/B2K
2433,2002,Celine Dion,91.0,A New Day Has Come,/wiki/A_New_Day_Has_Come_(song),/wiki/Celine_Dion
2447,2002,Nelly Furtado,92.0,Turn Off the Light,/wiki/Turn_Off_the_Light,/wiki/Nelly_Furtado
2460,2002,George Strait,93.0,Living and Living Well,/wiki/Living_and_Living_Well,/wiki/George_Strait
2473,2002,Toby Keith,94.0,My List,/wiki/My_List,/wiki/Toby_Keith
2486,2002,Alanis Morissette,95.0,Hands Clean,/wiki/Hands_Clean,/wiki/Alanis_Morissette
2499,2002,Avril Lavigne,96.0,Sk8er Boi,/wiki/Sk8er_Boi,/wiki/Avril_Lavigne
2512,2002,Dixie Chicks,97.0,Long Time Gone,/wiki/Long_Time_Gone,/wiki/Dixie_Chicks
2524,2002,Alan Jackson,98.0,Where Were You (When the World Stopped Turning),/wiki/Where_Were_You_(When_the_World_Stopped_Turning),/wiki/Alan_Jackson
2535,2002,Justin Timberlake,99.0,Like I Love You,/wiki/Like_I_Love_You,/wiki/Justin_Timberlake
2546,2002,Toya,100.0,I Do!!,/wiki/I_Do!!,/wiki/Toya_(singer)
8,2003,50 Cent,1.0,In da Club,/wiki/In_da_Club,/wiki/50_Cent
28,2003,R. Kelly,2.0,Ignition (Remix),/wiki/Ignition_(song),/wiki/R._Kelly
48,2003,Sean Paul,3.0,Get Busy,/wiki/Get_Busy,/wiki/Sean_Paul
68,2003,Beyoncé,4.0,Crazy in Love,/wiki/Crazy_in_Love_(Beyonc%C3%A9_Knowles_song),/wiki/Beyonc%C3%A9_Knowles
88,2003,Jay-Z,4.0,Crazy in Love,/wiki/Crazy_in_Love_(Beyonc%C3%A9_Knowles_song),/wiki/Jay-Z
108,2003,3 Doors Down,5.0,When I'm Gone,/wiki/When_I%27m_Gone_(3_Doors_Down_song),/wiki/3_Doors_Down
128,2003,Matchbox Twenty,6.0,Unwell,/wiki/Unwell,/wiki/Matchbox_Twenty
148,2003,Chingy,7.0,Right Thurr,/wiki/Right_Thurr,/wiki/Chingy
168,2003,Aaliyah,8.0,Miss You,/wiki/Miss_You_(Aaliyah_song),/wiki/Aaliyah
188,2003,Kid Rock,9.0,Picture,/wiki/Picture_(song),/wiki/Kid_Rock
208,2003,Sheryl Crow,9.0,Picture,/wiki/Picture_(song),/wiki/Sheryl_Crow
228,2003,Evanescence,10.0,Bring Me to Life,/wiki/Bring_Me_to_Life,/wiki/Evanescence
248,2003,Paul McCoy,10.0,Bring Me to Life,/wiki/Bring_Me_to_Life,/wiki/Paul_McCoy
268,2003,Lil Jon & The East Side Boyz,11.0,Get Low,/wiki/Get_Low_(Lil_Jon_%26_the_East_Side_Boyz_song),/wiki/Lil_Jon
288,2003,Ying Yang Twins,11.0,Get Low,/wiki/Get_Low_(Lil_Jon_%26_the_East_Side_Boyz_song),/wiki/Ying_Yang_Twins
308,2003,Beyoncé,12.0,Baby Boy,/wiki/Baby_Boy_(Beyonc%C3%A9_Knowles_song),/wiki/Beyonc%C3%A9_Knowles
328,2003,Sean Paul,12.0,Baby Boy,/wiki/Baby_Boy_(Beyonc%C3%A9_Knowles_song),/wiki/Sean_Paul
348,2003,Nelly,13.0,Shake Ya Tailfeather,/wiki/Shake_Ya_Tailfeather,/wiki/Nelly
368,2003,P. Diddy,13.0,Shake Ya Tailfeather,/wiki/Shake_Ya_Tailfeather,/wiki/Sean_Combs
388,2003,Murphy Lee,13.0,Shake Ya Tailfeather,/wiki/Shake_Ya_Tailfeather,/wiki/Murphy_Lee
408,2003,50 Cent,14.0,21 Questions,/wiki/21_Questions,/wiki/50_Cent
428,2003,Nate Dogg,14.0,21 Questions,/wiki/21_Questions,/wiki/Nate_Dogg
448,2003,Jennifer Lopez,15.0,All I Have,/wiki/All_I_Have_(song),/wiki/Jennifer_Lopez
468,2003,LL Cool J,15.0,All I Have,/wiki/All_I_Have_(song),/wiki/LL_Cool_J
488,2003,Christina Aguilera,16.0,Beautiful,/wiki/Beautiful_(Christina_Aguilera_song),/wiki/Christina_Aguilera
508,2003,Busta Rhymes,17.0,I Know What You Want,/wiki/I_Know_What_You_Want,/wiki/Busta_Rhymes
528,2003,Mariah Carey,17.0,I Know What You Want,/wiki/I_Know_What_You_Want,/wiki/Mariah_Carey
548,2003,Flipmode Squad,17.0,I Know What You Want,/wiki/I_Know_What_You_Want,/wiki/Flipmode_Squad
568,2003,Avril Lavigne,18.0,I'm with You,/wiki/I%27m_with_You_(song),/wiki/Avril_Lavigne
588,2003,Uncle Kracker,19.0,Drift Away,/wiki/Drift_Away,/wiki/Uncle_Kracker
608,2003,Dobie Gray,19.0,Drift Away,/wiki/Drift_Away,/wiki/Dobie_Gray
628,2003,Lil' Kim,20.0,Magic Stick,/wiki/Magic_Stick,/wiki/Lil%27_Kim
648,2003,50 Cent,20.0,Magic Stick,/wiki/Magic_Stick,/wiki/50_Cent
668,2003,50 Cent,21.0,P.I.M.P.,/wiki/P.I.M.P.,/wiki/50_Cent
688,2003,B2K,22.0,"Bump, Bump, Bump","/wiki/Bump,_Bump,_Bump",/wiki/B2K
708,2003,P. Diddy,22.0,"Bump, Bump, Bump","/wiki/Bump,_Bump,_Bump",/wiki/Sean_Combs
728,2003,Fabolous,23.0,Into You,/wiki/Into_You,/wiki/Fabolous
748,2003,Tamia,23.0,Into You,/wiki/Into_You,/wiki/Tamia
768,2003,Fabolous,24.0,Can't Let You Go,/wiki/Can%27t_Let_You_Go,/wiki/Fabolous
788,2003,Lil' Mo,24.0,Can't Let You Go,/wiki/Can%27t_Let_You_Go,/wiki/Lil%27_Mo
808,2003,Ja Rule,25.0,Mesmerize,/wiki/Mesmerize_(Ja_Rule_song),/wiki/Ja_Rule
828,2003,Ashanti,25.0,Mesmerize,/wiki/Mesmerize_(Ja_Rule_song),/wiki/Ashanti_(entertainer)
848,2003,The Black Eyed Peas,26.0,Where Is the Love?,/wiki/Where_Is_the_Love%3F,/wiki/The_Black_Eyed_Peas
868,2003,Santana,27.0,The Game of Love,/wiki/The_Game_of_Love_(Santana_song),/wiki/Santana_(band)
888,2003,Michelle Branch,27.0,The Game of Love,/wiki/The_Game_of_Love_(Santana_song),/wiki/Michelle_Branch
908,2003,Eminem,28.0,Lose Yourself,/wiki/Lose_Yourself,/wiki/Eminem
928,2003,Ashanti,29.0,Rock wit U (Awww Baby),/wiki/Rock_wit_U_(Awww_Baby),/wiki/Ashanti_(entertainer)
948,2003,Justin Timberlake,30.0,Cry Me a River,/wiki/Cry_Me_a_River_(Justin_Timberlake_song),/wiki/Justin_Timberlake
968,2003,Tyrese,31.0,How You Gonna Act Like That,/wiki/How_You_Gonna_Act_Like_That,/wiki/Tyrese_Gibson
988,2003,Justin Timberlake,32.0,Rock Your Body,/wiki/Rock_Your_Body,/wiki/Justin_Timberlake
1008,2003,Wayne Wonder,33.0,No Letting Go,/wiki/No_Letting_Go,/wiki/Wayne_Wonder
1028,2003,Pharrell,34.0,Frontin',/wiki/Frontin%27,/wiki/Pharrell_Williams
1048,2003,Jay-Z,34.0,Frontin',/wiki/Frontin%27,/wiki/Jay-Z
1068,2003,Dixie Chicks,35.0,Landslide,/wiki/Landslide_(Fleetwood_Mac_song),/wiki/Dixie_Chicks
1088,2003,Missy Elliott,36.0,Work It,/wiki/Work_It_(Missy_Elliott_song),/wiki/Missy_Elliott
1108,2003,Jay-Z,37.0,'03 Bonnie & Clyde,/wiki/%2703_Bonnie_%26_Clyde,/wiki/Jay-Z
1128,2003,Beyoncé,37.0,'03 Bonnie & Clyde,/wiki/%2703_Bonnie_%26_Clyde,/wiki/Beyonc%C3%A9_Knowles
1148,2003,Nivea,38.0,Don't Mess with My Man,/wiki/Don%27t_Mess_with_My_Man_(Nivea_song),/wiki/Nivea_(singer)
1168,2003,Jagged Edge,38.0,Don't Mess with My Man,/wiki/Don%27t_Mess_with_My_Man_(Nivea_song),/wiki/Jagged_Edge_(band)
1188,2003,Monica,39.0,So Gone,/wiki/So_Gone,/wiki/Monica_(entertainer)
1208,2003,Nelly,40.0,Air Force Ones,/wiki/Air_Force_Ones_(song),/wiki/Nelly
1228,2003,St. Lunatics,40.0,Air Force Ones,/wiki/Air_Force_Ones_(song),/wiki/St._Lunatics
1248,2003,Lumidee,41.0,"Never Leave You (Uh Oooh, Uh Oooh)","/wiki/Never_Leave_You_(Uh_Oooh,_Uh_Oooh)",/wiki/Lumidee
1268,2003,Snoop Dogg,42.0,Beautiful,/wiki/Beautiful_(Snoop_Dogg_song),/wiki/Snoop_Dogg
1288,2003,Pharrell,42.0,Beautiful,/wiki/Beautiful_(Snoop_Dogg_song),/wiki/Pharrell_Williams
1308,2003,Charlie Wilson,42.0,Beautiful,/wiki/Beautiful_(Snoop_Dogg_song),/wiki/Charlie_Wilson_(singer)
1328,2003,Missy Elliott,43.0,Gossip Folks,/wiki/Gossip_Folks,/wiki/Missy_Elliott
1348,2003,Ludacris,43.0,Gossip Folks,/wiki/Gossip_Folks,/wiki/Ludacris
1368,2003,Kelly Clarkson,44.0,Miss Independent,/wiki/Miss_Independent_(Kelly_Clarkson_song),/wiki/Kelly_Clarkson
1388,2003,Train,45.0,Calling All Angels,/wiki/Calling_All_Angels,/wiki/Train_(band)
1408,2003,YoungBloodZ,46.0,Damn!,/wiki/Damn!_(song),/wiki/YoungBloodZ
1428,2003,Lil Jon,46.0,Damn!,/wiki/Damn!_(song),/wiki/Lil_Jon
1448,2003,Clay Aiken,47.0,This Is the Night,/wiki/This_Is_the_Night_(Clay_Aiken_song),/wiki/Clay_Aiken
1468,2003,John Mayer,48.0,Your Body Is a Wonderland,/wiki/Your_Body_Is_a_Wonderland,/wiki/John_Mayer
1488,2003,Trapt,49.0,Headstrong,/wiki/Headstrong_(Trapt_song),/wiki/Trapt
1508,2003,Ginuwine,50.0,In Those Jeans,/wiki/In_Those_Jeans,/wiki/Ginuwine
1528,2003,Ludacris,51.0,Stand Up,/wiki/Stand_Up_(Ludacris_song),/wiki/Ludacris
1548,2003,Shawnna,51.0,Stand Up,/wiki/Stand_Up_(Ludacris_song),/wiki/Shawnna
1568,2003,Jason Mraz,52.0,The Remedy (I Won't Worry),/wiki/The_Remedy_(I_Won%27t_Worry),/wiki/Jason_Mraz
1588,2003,Santana,53.0,Why Don't You & I,/wiki/Why_Don%27t_You_%26_I,/wiki/Santana_(band)
1608,2003,Alex Band,53.0,Why Don't You & I,/wiki/Why_Don%27t_You_%26_I,/wiki/Alex_Band
1628,2003,Jay-Z,54.0,Excuse Me Miss,/wiki/Excuse_Me_Miss,/wiki/Jay-Z
1648,2003,Jennifer Lopez,55.0,Jenny from the Block,/wiki/Jenny_from_the_Block,/wiki/Jennifer_Lopez
1668,2003,Jadakiss,55.0,Jenny from the Block,/wiki/Jenny_from_the_Block,/wiki/Jadakiss
1688,2003,Styles P,55.0,Jenny from the Block,/wiki/Jenny_from_the_Block,/wiki/Styles_P
1708,2003,Michelle Branch,56.0,Are You Happy Now?,/wiki/Are_You_Happy_Now%3F,/wiki/Michelle_Branch
1728,2003,Shania Twain,57.0,Forever and for Always,/wiki/Forever_and_for_Always,/wiki/Shania_Twain
1748,2003,Nas,58.0,I Can,/wiki/I_Can_(Nas_song),/wiki/Nas
1768,2003,No Doubt,59.0,Underneath It All,/wiki/Underneath_It_All,/wiki/No_Doubt
1788,2003,Lady Saw,59.0,Underneath It All,/wiki/Underneath_It_All,/wiki/Lady_Saw
1808,2003,Daniel Bedingfield,60.0,If You're Not the One,/wiki/If_You%27re_Not_the_One,/wiki/Daniel_Bedingfield
1828,2003,R. Kelly,61.0,Thoia Thoing,/wiki/Thoia_Thoing,/wiki/R._Kelly
1848,2003,3 Doors Down,62.0,Here Without You,/wiki/Here_Without_You,/wiki/3_Doors_Down
1868,2003,50 Cent,63.0,Wanksta,/wiki/Wanksta,/wiki/50_Cent
1888,2003,Mýa,64.0,My Love Is Like...Wo,/wiki/My_Love_Is_Like...Wo,/wiki/M%C3%BDa
1908,2003,Alan Jackson,65.0,It's Five O'Clock Somewhere,/wiki/It%27s_Five_O%27Clock_Somewhere,/wiki/Alan_Jackson
1928,2003,Jimmy Buffett,65.0,It's Five O'Clock Somewhere,/wiki/It%27s_Five_O%27Clock_Somewhere,/wiki/Jimmy_Buffett
1948,2003,Sean Paul,66.0,Like Glue,/wiki/Like_Glue,/wiki/Sean_Paul
1968,2003,Christina Aguilera,67.0,Can't Hold Us Down,/wiki/Can%27t_Hold_Us_Down,/wiki/Christina_Aguilera
1988,2003,Lil' Kim,67.0,Can't Hold Us Down,/wiki/Can%27t_Hold_Us_Down,/wiki/Lil%27_Kim
2008,2003,Lonestar,68.0,My Front Porch Looking In,/wiki/My_Front_Porch_Looking_In,/wiki/Lonestar
2028,2003,Puddle of Mudd,70.0,She Hates Me,/wiki/She_Hates_Me,/wiki/Puddle_of_Mudd
2048,2003,Frankie J,71.0,Don't Wanna Try,/wiki/Don%27t_Wanna_Try,/wiki/Frankie_J
2068,2003,Lil' Kim,72.0,The Jump Off,/wiki/The_Jump_Off,/wiki/Lil%27_Kim
2088,2003,Mr. Cheeks,72.0,The Jump Off,/wiki/The_Jump_Off,/wiki/Mr._Cheeks
2108,2003,Jewel,73.0,Intuition,/wiki/Intuition_(song),/wiki/Jewel_(singer)
2127,2003,Ginuwine,74.0,Hell Yeah,/wiki/Hell_Yeah_(Ginuwine_song),/wiki/Ginuwine
2146,2003,Baby,74.0,Hell Yeah,/wiki/Hell_Yeah_(Ginuwine_song),/wiki/Birdman_(rapper)
2165,2003,Toby Keith,75.0,Beer for My Horses,/wiki/Beer_for_My_Horses,/wiki/Toby_Keith
2184,2003,Willie Nelson,75.0,Beer for My Horses,/wiki/Beer_for_My_Horses,/wiki/Willie_Nelson
2203,2003,Chingy,76.0,Holidae In,/wiki/Holidae_In,/wiki/Chingy
2222,2003,Ludacris,76.0,Holidae In,/wiki/Holidae_In,/wiki/Ludacris
2240,2003,Snoop Dogg,76.0,Holidae In,/wiki/Holidae_In,/wiki/Snoop_Dogg
2258,2003,Baby Bash,77.0,Suga Suga,/wiki/Suga_Suga,/wiki/Baby_Bash
2276,2003,Frankie J,77.0,Suga Suga,/wiki/Suga_Suga,/wiki/Frankie_J
2293,2003,Erykah Badu,78.0,Love of My Life (An Ode to Hip-Hop),/wiki/Love_of_My_Life_(An_Ode_to_Hip-Hop),/wiki/Erykah_Badu
2310,2003,Common,78.0,Love of My Life (An Ode to Hip-Hop),/wiki/Love_of_My_Life_(An_Ode_to_Hip-Hop),/wiki/Common_(rapper)
